"a","ShowYourWork Init","","","000","ShowYourWork Init","1.1.2 for 2021-2022 @t1","0"
"e"," ","","571","42640070","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"572","42640071","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","572","42642383","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"573","42642383","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","573","42642395","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"42643978","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","573","42643983","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","tateWithholding","","573","42643985","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42649375","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","510","42649377","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42649583","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","509","42649584","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42649740","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","v","508","42649741","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42649923","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","507","42649924","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42652126","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","463","42652128","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42652291","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","462","42652301","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42652455","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","v","461","42652456","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42652662","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","460","42652663","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42654761","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","l","412","42654762","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42654934","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","411","42654935","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42655112","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","v","410","42655113","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42655312","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","409","42655313","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","624","42664760","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"625","42664760","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","+","","625","42665516","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","+",,"626","42665516","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","626","42665762","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"627","42665762","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","627","42669120","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"628","42669120","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","573","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","tateWithholding","","573","42669137","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","eval","","409","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","eval","","460","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","eval","","507","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","tateWithholding","573","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","eval","507","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","573","42669137","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","","608","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","626","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","eval","460","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","eval","409","42669136","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","628","42669246","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","628","42669247","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"629","42669259","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"42670298","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","deralWithholding","","629","42670304","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","EditorChange",,,"42674590","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","EditorChange",,,"42677915","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","615","42680920","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"616","42680921","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","615","42680937","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s ","","615","42680937","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","616","42681288","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","616","42681289","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"617","42681288","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","617","42681424","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"618","42681424","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42682532","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","617","42682533","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42682708","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","616","42682709","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42683261","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","615","42683262","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","616","42685809","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"617","42685810","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","617","42685827","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","617","42686163","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","617","42686164","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"618","42686170","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","618","42686342","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"619","42686360","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","619","42688168","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"620","42688168","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","650","42691276","task4.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"651","42691276","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Typing",,,"42702020","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","",")","650","42702021","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Typing",,,"42703064","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Typing",,,"42703812","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","(","619","42703814","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","618","42703815","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","617","42703815","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","616","42703816","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Backspace",,,"42706271","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Backspace",,,"42707051","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","615","42707052","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","616","42707053","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","617","42707054","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Undo Typing",,,"42707779","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","617","42707779","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","616","42707780","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","s","615","42707780","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42712961","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," + federalWithholding","624","42713079","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42717754","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","579","42717756","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","N","","578","42728486","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","N",,"579","42728486","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","
N","577","42728500","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
N ","","577","42728500","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","579","42728769","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","579","42728770","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"580","42728775","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","580","42729023","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"581","42729052","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42729735","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","580","42729736","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42729913","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","e","579","42729915","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42730064","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","N","578","42730065","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","578","42730537","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"579","42730537","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","579","42730551","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","579","42730682","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","e","","579","42730683","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","e",,"580","42730690","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","580","42730910","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"581","42730920","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","P","","581","42731371","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","P",,"582","42731397","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","582","42731694","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"583","42731695","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","y","","583","42731788","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","y",,"584","42731788","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","584","42732224","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"585","42732224","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","=","","585","42732711","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","=",,"586","42732712","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","586","42732884","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"587","42732885","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","587","42736427","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"588","42736427","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","588","42736443","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","588","42736603","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","588","42736604","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"589","42736615","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","589","42736998","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"590","42737015","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","w","","590","42738037","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","w",,"591","42738045","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","w","","591","42738227","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","w",,"592","42738228","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42738992","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","w","591","42738993","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42739146","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","w","590","42739147","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","590","42739937","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"591","42739937","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","591","42739950","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","591","42740079","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","s","","591","42740080","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","s",,"592","42740084","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"42741638","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","Pay","","592","42741646","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","595","42744917","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"596","42744918","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","+","","596","42745666","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","+",,"597","42745666","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","597","42745931","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"598","42745931","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42747086","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","597","42747087","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42747248","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","+","596","42747249","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","-","","596","42748005","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","-",,"597","42748006","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","597","42748182","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"598","42748182","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","598","42751399","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"599","42751399","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","599","42751413","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","599","42751491","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","599","42751492","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"600","42751547","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Choose Lookup Item Replace",,,"42753534","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","talDeduction","","600","42753540","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","587","42756439","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","(",,"588","42756440","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",")","","613","42758386","task4.py","1.1.2 for 2021-2022 @t1","0"
"k",")",,"614","42758387","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42793914","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","# calculations","616","42793915","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42794315","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","
","617","42794316","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42794744","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","
","616","42794746","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42861249","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","616","42861251","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42861832","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","617","42861834","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","#","","616","42863420","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","#",,"617","42863420","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","617","42864033","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"618","42864034","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","618","42864048","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","618","42864165","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","618","42864166","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"619","42864165","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","619","42864274","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"620","42864274","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","620","42864481","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"621","42864481","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","621","42864567","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"622","42864567","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","622","42864842","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"623","42864842","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","623","42864979","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"624","42864979","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","624","42865099","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"625","42865099","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","625","42865164","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"626","42865164","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","626","42865280","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"627","42865281","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42866155","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","g","626","42866157","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42866349","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","n","625","42866350","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42866515","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","i","624","42866527","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42866672","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","623","42866673","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42866843","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","t","622","42866845","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42867031","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","a","621","42867032","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42867182","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","m","620","42867183","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42867364","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","619","42867365","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42867558","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","618","42867559","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42867809","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","f","617","42867810","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","617","42868251","task4.py","1.1.2 for 2021-2022 @t1","0"
"k"," ",,"618","42868252","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","618","42868547","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"619","42868547","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","619","42868561","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","619","42868655","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","619","42868656","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"620","42868656","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","620","42868765","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"621","42868766","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","621","42868937","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"622","42868938","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","622","42869070","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"623","42869070","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","623","42869323","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"624","42869323","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","624","42869475","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"625","42869475","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","i","","625","42869601","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","i",,"626","42869601","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","n","","626","42869650","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","n",,"627","42869650","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","g","","627","42869749","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","g",,"628","42869749","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Enter",,,"42869915","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","
","","630","42869917","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","f","","629","42877773","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","f",,"630","42877774","task4.py","1.1.2 for 2021-2022 @t1","0"
"e"," ","","630","42877790","task4.py","1.1.2 for 2021-2022 @t1","0"
"e",""," ","630","42877945","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","630","42877946","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"631","42877950","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","631","42878072","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"632","42878084","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42878889","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","o","631","42878890","task4.py","1.1.2 for 2021-2022 @t1","0"
"a","Backspace",,,"42879038","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","","r","630","42879039","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","o","","630","42879629","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","o",,"631","42879639","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","r","","631","42879784","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","r",,"632","42879799","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","m","","632","42880229","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","m",,"633","42880246","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","a","","633","42880492","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","a",,"634","42880501","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","t","","634","42880798","task4.py","1.1.2 for 2021-2022 @t1","0"
"k","t",,"635","42880801","task4.py","1.1.2 for 2021-2022 @t1","0"
"e","(","","635","42882067","task4.py","1.1.2 for 2021-2022 @t1","0"
